"Record","Station","Year","Lat","Lon","LonUTMAlbers","LatUTMAlbers","BottomDepth","BottomTemp","Actinaugeverrilli","Actiniaria","Albatrossiapectoralis","Allocentrotusfragilis","Anoplopomafimbria","Aphrocallistesvastus","Atheresthesstomias","Bathymastersignatus","Bathyplotessp.","Bathyrajaaleutica","Bathyrajainterrupta","Berryteuthismagister","Chionoecetesbairdi","Chlamysrubida","Chlamyssp.","Chrysaoramelanaster","Crossasterpapposus","Ctenodiscuscrispatus","Cyaneacapillata","Dasycottussetiger","Elassochirustenuimanus","Fusitritonoregonensis","Gadusmacrocephalus","Glyptocephaluszachirus","Gorgonocephaluseucnemis","Hemilepidotusjordani","Hemitripterusbolini","Henriciasp.","Hippoglossoideselassodon","Hippoglossusstenolepis","Hyaslyratus","Hydrolaguscolliei","Isopsettaisolepis","Lepidopsettabilineata","Lepidopsettapolyxystra","Lepidopsettasp.","Lethasteriasnanimensis","Lycodesbrevipes","Lycodespalearis","Lyopsettaexilis","Malacocottuszonurus","Mallotusvillosus","Metridiumfarcimen..Metridiumgiganteum.","Microstomuspacificus","Myoxocephaluspolyacanthocephalus","Ophiodonelongatus","Ophiurasarsi","Oregoniagracilis","Paguridae","Pagurusaleuticus","Pagurusbrandti","Pandalopsisdispar","Pandaluseous..borealis.","Pandalusjordani","Parophrysvetulus","Platichthysstellatus","Pleurogrammusmonopterygius","Porifera","Pycnopodiahelianthoides","Rajabinoculata","Rajarhina","Scyphozoa","Sebastesalutus","Sebastesbabcocki","Sebastesborealis","Sebastesbrevispinis","Sebastespolyspinis","Sebastesvariabilis","Sebastesvariegatus","Sebasteszacentrus","Sebastolobusalascanus","Squalusacanthias","Stegophiuraponderosa","Strongylocentrotusdroebachiensis","Thaleichthyspacificus","Thaliacea","Theragrachalcogramma","Zaprorasilenus"
1817,"278-171",1993,59.817,-147.032,165944.688093488,6110369.9372878,187,5.5,NA,NA,NA,NA,11.0592,NA,28.8673,NA,NA,NA,NA,0.5226,NA,NA,NA,NA,NA,0.0086,NA,0.0436,NA,NA,NA,0.1305,0.0086,NA,1.4368,NA,0.4354,NA,NA,NA,NA,NA,NA,NA,NA,0.0436,0.0872,NA,NA,NA,NA,2.5689,NA,NA,NA,NA,NA,NA,NA,0.2177,0.1741,NA,0.061,NA,NA,NA,NA,NA,6.7053,0.6967,NA,NA,NA,NA,NA,NA,NA,NA,2.8738,3.9187,NA,NA,0.2613,NA,2.264,NA
1818,"302-177",1993,60.099,-145.05483,274083.651247929,6148138.12941092,86,7.1,NA,NA,NA,NA,0.3758,NA,16.8196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,NA,0.0093,NA,NA,NA,NA,0.0282,NA,NA,NA,1.1276,5.1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8793,NA,0.7518,NA,NA,NA,NA,10.4301,NA,1.5974,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2491,NA,0.0189,0.5639,NA,0.5169,NA
1819,"279-177",1993,60.12017,-146.953,168863.778391383,6144409.038951,185,5.9,NA,NA,NA,NA,7.9505,NA,151.5341,NA,NA,NA,NA,1.3163,NA,NA,NA,NA,NA,0.2106,NA,NA,NA,NA,1.1058,0.8425,0.0211,NA,NA,NA,22.7459,2.1588,0.0316,NA,NA,NA,NA,NA,NA,0.0316,0.042,NA,NA,NA,NA,7.0555,NA,NA,0.0211,NA,0.0738,NA,NA,0.3791,0.2633,NA,NA,NA,NA,NA,0.1054,NA,NA,0.1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9477,NA,NA,2.4746,NA,6.1076,NA
1820,"314-171",1993,59.81833,-144.09,330121.108085807,6121091.56404437,91,7.2,NA,NA,NA,NA,2.8339,NA,41.8717,0.0579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0347,1.7583,0.7403,0.1505,NA,NA,NA,6.5353,13.4176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3007,NA,0.3471,NA,0.2313,NA,NA,NA,0.0232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.776,NA,NA,0.3007,NA,0.6477,NA
1821,"276-177",1993,60.14517,-147.149,157892.567626962,6146735.92891004,207,5.9,NA,NA,NA,NA,3.3675,NA,22.2468,NA,NA,NA,NA,0.1791,NA,NA,NA,NA,NA,0.0215,NA,NA,NA,NA,12.3951,15.9061,NA,NA,NA,NA,0.6091,0.6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8158,NA,NA,NA,NA,0.0071,NA,NA,2.2928,0.0144,NA,NA,NA,NA,NA,NA,NA,3.0093,1.3971,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2273,NA,NA,0.8239,NA,12.7534,NA
1822,"294-178",1993,60.16883,-145.65067,240614.918617275,6153701.41243297,115,6.5,NA,NA,NA,NA,3.972,NA,32.8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0925,NA,0.0185,NA,NA,0.2772,3.0022,NA,NA,NA,NA,4.2954,2.4202,NA,NA,NA,NA,NA,NA,NA,NA,0.0185,NA,NA,NA,NA,6.3738,NA,NA,NA,NA,NA,NA,NA,0.0092,0.3234,NA,0.1385,NA,NA,NA,NA,NA,1.9398,2.8175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6928,NA,NA,1.8013,NA,4.5263,NA
1823,"340-171",1993,59.84233,-141.88167,452667.871549501,6136283.38051112,62,8.5,NA,NA,NA,NA,0.1411,NA,16.0543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.7355,NA,NA,NA,NA,3.2758,5.6082,NA,NA,0.6074,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,0.6725,NA,2.9288,NA,NA,NA,NA,NA,NA,NA,NA,0.5206,NA,NA,NA,0.3037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8509,NA,NA,1.9309,NA,2.0935,NA
1824,"292-171",1993,59.8435,-145.9075,228577.873480294,6116541.61403128,108,6.4,NA,NA,NA,NA,0.2917,NA,44.8735,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0388,0.0195,NA,0.0195,NA,NA,NA,0.3889,0.0973,NA,NA,NA,3.0142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0487,NA,NA,NA,NA,8.6052,NA,NA,NA,NA,NA,NA,NA,NA,0.2917,NA,NA,NA,NA,NA,NA,NA,NA,3.8894,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9724,NA,NA,4.3269,NA,0.4375,NA
1825,"293-178",1993,60.18117,-145.79167,232740.29774625,6154594.03942335,119,6.4,NA,NA,NA,NA,5.3096,NA,92.8774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2951,NA,0.0169,NA,NA,2.1071,5.8154,NA,NA,NA,NA,7.3325,7.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5625,NA,NA,NA,NA,NA,NA,NA,0.0253,1.9385,NA,0.0844,NA,NA,NA,NA,2.8655,NA,0.9272,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7619,NA,NA,2.3178,NA,3.034,NA
1826,"294-180",1993,60.27167,-145.70583,236852.972246102,6164977.8573606,38,11.1,NA,NA,NA,NA,NA,NA,1.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108,NA,NA,NA,NA,NA,0.2067,NA,NA,NA,4.4638,NA,NA,NA,NA,0.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0666,47.3246,NA,NA,NA,51.0857,NA,2.6452,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9458,NA,NA,0.9094,NA,19.5911,NA
1827,"291-180",1993,60.27283,-145.99567,220877.379873945,6164146.20342738,70,7.6,NA,NA,NA,NA,0.3418,NA,20.9906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196,NA,NA,NA,NA,46.5211,8.8844,0.0097,NA,NA,NA,5.9066,10.1048,NA,NA,NA,NA,NA,NA,NA,0.0097,0.0293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9763,NA,0.0977,NA,NA,NA,NA,16.1091,6.6388,3.2219,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5584,NA,NA,2.9778,NA,73.4185,NA
1828,"288-172",1993,59.851,-146.18017,213318.213346086,6116505.65763302,82,8.1,NA,NA,NA,NA,NA,NA,3.3217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5332,5.9621,NA,NA,0.0084,NA,0.5962,11.9925,NA,NA,NA,NA,NA,0.0426,NA,0.0084,0.0255,NA,NA,NA,NA,0.1703,NA,0.4259,NA,NA,NA,NA,NA,NA,NA,NA,5.2808,NA,NA,NA,NA,NA,NA,2.8959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8517,NA,0.0255,NA,NA,0.3832,NA
1829,"319-172",1993,59.85767,-143.6525,354088.710428819,6127639.43112633,273,5.2,NA,NA,NA,0.0716,10.9435,NA,7.5103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1432,NA,22.173,NA,NA,NA,NA,5.9366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0142,NA,28.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0069,NA,NA,NA,NA,NA,12.7316,NA,NA,NA,0.5437,NA,5.7221,NA
1830,"278-172",1993,59.87117,-147.01033,166893.387432896,6116470.79523802,174,5.5,NA,NA,NA,NA,0.7137,NA,65.122,NA,NA,NA,NA,0.1784,NA,NA,NA,NA,NA,0.0089,NA,0.0089,NA,NA,NA,1.1598,0.0179,NA,NA,NA,3.9252,0.5709,NA,NA,NA,NA,NA,NA,NA,0.0267,0.1784,NA,NA,NA,NA,6.0661,NA,NA,NA,NA,NA,NA,NA,0.3568,0.1784,NA,0.3568,NA,NA,NA,NA,NA,NA,2.4086,0.0179,NA,NA,NA,NA,NA,NA,NA,1.6949,0.8921,NA,0.0179,0.3568,NA,1.1598,NA
1831,"293-181",1993,60.29133,-145.77667,232816.276725126,6166929.03398853,20,11.4,NA,NA,NA,NA,NA,NA,0.0857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121,NA,NA,NA,NA,8.4304,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3666,NA,NA,NA,NA,NA,0.0245,NA,NA,0.0121,NA,NA,NA,1.3441,NA,NA,NA,NA,NA,NA,NA,NA,0.1465,2.8711,NA,NA,NA,53.0382,NA,30.0563,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7425,NA,NA,3.482,NA,42.702,NA
1832,"276-172",1993,59.8725,-147.19133,156789.071781534,6116194.92281245,179,5.9,NA,NA,NA,NA,6.2682,0.8132,109.3721,NA,NA,NA,NA,0.1355,NA,NA,NA,NA,NA,0.0067,NA,0.027,NA,0.0136,8.4367,12.4687,0.0136,NA,1.3553,NA,19.3806,1.2401,NA,NA,NA,NA,NA,NA,NA,NA,0.1694,NA,NA,NA,NA,28.1224,NA,NA,NA,NA,0.0339,NA,NA,0.5625,1.3553,NA,0.0542,NA,NA,NA,NA,NA,NA,1.1859,0.1355,NA,NA,0.1016,NA,NA,NA,NA,0.881,NA,NA,NA,0.7792,NA,2.7106,NA
1833,"306-172",1993,59.8885,-144.70733,295109.071331665,6126112.34557558,146,5.8,NA,0.009,NA,NA,11.1089,NA,38.5649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858,NA,0.0904,NA,NA,NA,21.134,0.0452,NA,NA,NA,41.8162,NA,NA,NA,NA,NA,NA,NA,NA,0.0452,0.036,0.0452,NA,NA,NA,9.7541,NA,NA,NA,NA,0.036,NA,NA,0.2258,1.0386,NA,1.0838,NA,NA,NA,0.271,NA,2.8901,1.8063,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6191,NA,NA,1.3548,NA,7.7672,NA
1834,"289-181",1993,60.3205,-146.09733,214974.965681726,6169141.99494553,24,11.4,NA,NA,NA,NA,0.128,NA,1.4085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2805,0.2561,0.0085,NA,NA,NA,NA,0.7427,NA,NA,1.9635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7926,NA,NA,NA,NA,NA,NA,NA,NA,0.4696,34.8729,NA,NA,NA,2.7318,NA,52.0743,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3293,NA,NA,0.2989,NA,15.4515,0.0171
1835,"307-172",1993,59.8955,-144.6125,300324.964140844,6127301.33618595,70,7.3,NA,0.1101,NA,NA,7.9226,NA,41.8134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8936,NA,NA,NA,NA,9.5732,16.2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5907,NA,NA,NA,NA,5.7769,NA,0.6053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4401,NA,0.2751,NA
1836,"302-173",1993,59.91967,-145.01017,278002.014624284,6128328.96584034,185,6,NA,NA,NA,NA,15.1453,NA,43.7138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0304,NA,NA,NA,NA,3.5458,59.1631,0.0101,NA,NA,NA,6.129,8.682,NA,NA,NA,NA,NA,NA,NA,NA,0.0811,NA,NA,NA,NA,62.101,NA,NA,NA,NA,NA,NA,NA,NA,0.8612,NA,0.0507,NA,NA,NA,NA,NA,4.8121,1.7222,NA,NA,NA,NA,NA,NA,NA,NA,5.0654,0.4051,NA,NA,1.2664,NA,8.7631,NA
1837,"324-173",1993,59.93117,-143.19717,378601.044472593,6138233.14116721,144,6.8,NA,NA,NA,NA,0.2858,NA,7.5202,NA,NA,NA,1.924,NA,0.0771,NA,NA,NA,NA,0.088,NA,0.088,NA,0.11,NA,0.2528,0.055,NA,NA,NA,0.2198,NA,0.0659,NA,NA,NA,NA,NA,NA,0.033,0.2969,NA,NA,NA,NA,0.6047,NA,NA,NA,NA,NA,0.0771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.814,3.1333,NA,NA,1.693,NA,2.0889,NA
1838,"216-173",1993,59.9335,-152.15417,-120053.703504923,6121695.31605094,70,9.4,NA,NA,NA,NA,NA,NA,0.7632,NA,NA,NA,NA,NA,NA,NA,0.0278,NA,NA,NA,NA,NA,NA,0.0278,2.6361,NA,NA,0.9017,NA,NA,NA,1.5401,NA,NA,NA,NA,NA,1.7343,NA,NA,NA,NA,NA,0.0138,NA,NA,0.8326,NA,NA,0.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8326,NA,NA,0.1389,NA
1839,"305-174",1993,59.9745,-144.84833,286545.345147772,6135101.72981671,216,5.5,NA,NA,NA,NA,24.4522,NA,57.758,NA,NA,NA,NA,0.0527,NA,NA,NA,NA,NA,0.0527,NA,NA,NA,NA,2.2132,39.6296,0.0211,NA,NA,NA,7.0617,5.6494,NA,NA,NA,NA,NA,NA,NA,0.0527,NA,NA,NA,NA,NA,27.5089,NA,NA,NA,NA,NA,NA,NA,0.0105,0.7905,NA,0.158,NA,NA,NA,NA,NA,NA,7.0617,NA,NA,NA,NA,NA,NA,NA,NA,0.1055,0.9485,NA,NA,0.5797,NA,16.4419,NA
1840,"327-174",1993,59.97883,-142.98683,389727.272202633,6144703.29721099,126,6.5,NA,NA,NA,NA,0.475,NA,14.2835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0212,NA,NA,NA,NA,NA,NA,NA,NA,0.2744,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0528,NA,NA,NA,NA,1.2668,NA,0.4222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4146,3.8956,NA,NA,1.9003,NA,8.0761,NA
1841,"14-12",1996,52.80226,-168.8406,-1252082.13767767,5494585.47598934,78,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,NA,NA,NA,NA,NA,0.02,19.8335,NA,0.056,1.3196,NA,0.028,NA,27.9508,NA,NA,NA,3.2389,2.4792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2399,NA,NA,NA,0.2199,NA,NA,NA,NA,NA,NA,0.036,NA,NA,0.5998,NA
1842,"17-13",1996,52.85188,-168.616,-1236047.25319417,5495869.66538953,95,4.5,NA,NA,NA,NA,NA,NA,1.4313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9752,NA,NA,NA,NA,NA,NA,24.719,NA,NA,NA,4.2142,1.9879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0734,NA,NA,NA,NA,NA,7.5538,NA,NA,NA,18.169,NA,NA,1.1132,NA,NA,NA,NA,NA,NA,646.7679,NA
1843,"30-16",1996,52.96844,-167.5347,-1162584.88500694,5489641.42795577,227,4.9,NA,NA,NA,NA,6.2329,NA,9.5079,NA,0.031,NA,NA,0.1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,2.6059,NA,NA,NA,NA,NA,0.9804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237.3228,NA,NA,NA,1.7671,NA,NA,NA,4.6384,NA,NA,NA,NA,NA,3.0989,NA
1844,"33-17",1996,53.00275,-167.2544,-1143445.51800136,5488666.07269061,331,5,NA,3.3225,29.1805,NA,3.007,NA,13.7158,NA,NA,NA,NA,2.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,0.6965,1.2887,NA,NA,NA,0.0031,NA,1.1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1276,NA,NA,1.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2946,NA,NA,NA,NA,3.7741,0.1982,41.6382,NA,NA,NA,0.1467,NA,21.4481,NA,NA,NA,NA,NA,1.3194,NA
1845,"26-17",1996,53.01065,-167.8745,-1183407.5256561,5499970.95163731,103,4.9,NA,0.0115,NA,NA,NA,NA,1.9014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151,98.2605,NA,0.0696,NA,NA,NA,NA,10.1166,NA,NA,NA,16.0001,9.6503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0954,NA,NA,0.3587,NA
1846,"10-Feb",1996,52.7156,-169.8153,-1317850.47267422,5503441.47948833,148,4.7,NA,0.0243,NA,NA,NA,0.0534,NA,0.0541,0.0778,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,0.0318,2.3673,NA,1.6524,0.5918,NA,0.046,NA,17.1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0277,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,4.4978,0.0129,NA,NA,NA,NA,1.0822,NA,NA,NA,10.2469,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7102,1.2851
1847,"22-19",1996,53.07271,-168.2037,-1202894.83087618,5512350.3880107,107,4.6,NA,0.2423,NA,NA,NA,0.0045,12.0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026,NA,NA,NA,0.0863,9.9875,2.8674,0.3338,2.223,3.4473,0.0277,1.1276,12.9193,NA,NA,NA,0.6444,6.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0026,NA,0.0226,NA,NA,NA,NA,NA,0.3866,NA,NA,NA,NA,NA,1.5142,NA,0.1708,NA,NA,NA,NA,0.1289,NA,NA,NA,NA,NA,0.0322,NA,NA,0.2577,NA
1848,"36-19",1996,53.0909,-166.9986,-1124442.83486095,5493997.64629893,304,4.9,NA,0.1494,46.452,NA,4.43,NA,0.2531,NA,NA,NA,NA,1.4144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044,NA,NA,0.0949,NA,NA,0.0057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9363,NA,0.8544,NA,NA,NA,NA,NA,14.3976,NA,NA,NA,NA,NA,1.6454,NA
1849,"31-20",1996,53.11383,-167.4616,-1153782.35472556,5504117.68353815,103,4.2,NA,NA,NA,NA,NA,NA,2.6575,0.3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0842,99.3509,NA,NA,0.7572,NA,NA,NA,12.5154,NA,NA,NA,9.57,7.1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5619,NA,NA,NA,NA,1.9216,NA,NA,NA,8.7494,0.4089,NA,NA,NA,NA,NA,0.0924,NA,NA,102.9488,NA
1850,"36-20",1996,53.11674,-167.0195,-1125093.51434866,5497134.3140613,238,5.3,NA,0.0161,NA,NA,0.5221,NA,2.6907,NA,NA,NA,0.2932,2.6907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2489,NA,NA,2.6103,NA,NA,1.2995,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0466,27.6696,NA,NA,NA,1.1646,NA,NA,NA,8.2326,NA,NA,NA,NA,NA,4.8592,NA
1851,"30-20",1996,53.11941,-167.5404,-1158720.27820731,5506040.38333887,98,4.4,NA,0.0061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069,NA,18.4904,NA,0.0207,NA,NA,NA,NA,9.8528,NA,NA,NA,14.0021,16.5723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0153,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2279,NA,NA,NA,NA
1852,"39-20",1996,53.1203,-166.7872,-1109947.52927618,5493758.75459696,402,4.3,NA,0.6212,72.3871,NA,11.4738,NA,1.0231,NA,NA,NA,NA,1.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3995,NA,NA,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6811,NA,NA,NA,NA,0.4019,NA,1.4251,NA,NA,NA,NA,NA,7.5274,NA,NA,NA,NA,NA,2.0463,NA
1853,"7-Jul",1996,52.59615,-169.4421,-1297399.20553669,5483585.68862641,235,4.4,NA,NA,NA,NA,NA,0.064,2.1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193,NA,NA,NA,NA,NA,9.2109,NA,0.0579,NA,NA,0.0614,NA,7.4292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0622,NA,NA,NA,0.0254,106.8462,NA,NA,NA,NA,0.6141,NA,NA,NA,NA,NA,0.4333,NA,NA,9.0793,NA
1854,"8-Nov",1996,52.63844,-169.1337,-1276062.94584223,5482369.60717751,126,4.7,NA,0.2129,NA,NA,NA,0.0048,0.7368,0.2106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1303,9.8991,NA,0.1035,0.2322,NA,NA,NA,26.5738,NA,NA,NA,3.1056,1.5638,NA,NA,NA,NA,NA,0.3454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6002,540.9844,0.0752,NA,NA,NA,154.3123,NA,NA,NA,77.4435,17.5653,NA,NA,NA,NA,NA,0.0342,NA,NA,0.7815,10.3456
1855,"11-Feb",1996,52.77198,-169.8494,-1318272.13098525,5510122.9210217,114,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6544,NA,NA,NA,NA,0.1001,NA,10.2559,NA,NA,NA,NA,4.3534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,0.1651,NA,NA,NA,0.1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,"13-11",1996,52.77417,-168.9207,-1258119.7011719,5493025.37439756,84,5.3,NA,5.4348,NA,NA,NA,NA,1.6057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0782,14.2456,NA,0.0823,0.2264,NA,0.1565,NA,65.7523,NA,NA,NA,4.0349,3.7467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4902,NA,NA,NA,NA,0.0247,NA,NA,NA,11.4459,2.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,"16-12",1996,52.78445,-168.7133,-1244363.20873557,5490370.01842763,109,4.7,NA,NA,NA,NA,NA,NA,6.2621,0.2637,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,0.0428,8.6021,NA,0.267,0.2966,NA,NA,NA,8.1862,NA,NA,NA,5.9325,2.6367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6913,NA,NA,NA,NA,0.1977,NA,NA,NA,21.3899,0.5603,NA,NA,NA,NA,NA,NA,NA,NA,0.3296,NA
1858,"9-Dec",1996,52.66375,-169.0561,-1270250.73193554,5483653.47424317,119,4.6,NA,0.2694,NA,NA,NA,0.077,3.2718,0.2694,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,26.4438,NA,NA,NA,NA,0.077,NA,22.4407,NA,NA,NA,17.0903,1.7706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4258,NA,NA,NA,NA,NA,NA,NA,NA,13.3181,0.4619,NA,NA,NA,NA,NA,0.0385,NA,NA,1.2702,NA
